"item-count";"ProfileInternalColumnName";"ProfileSourceAttributeName";"item-percent";"item-value";"ProfileInputName";"ProfileSourceAttributeType";"FrequencyType"
1;"S_3";"CalculatedDate";"1%";"1960-07-15";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1960-09-15";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1963-03-13";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1966-04-11";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1968-12-10";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1971-03-27";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1972-09-00";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1973-04-01";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1975-01-19";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1978-07-20";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1978-11-14";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1978-11-16";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1979-11-16";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1981-01-12";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1984-05-21";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1985-04-04";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1988-10-25";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1989-05-02";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1992-04-28";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1992-06-15";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1993-03-04";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1997-06-15";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1997-12-03";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"1999-06-13";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"2001-01-01";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"2001-04-14";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"2001-05-06";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"2001-06-13";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"2003-06-04";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"2003-10-04";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"4038-11-20";"in";"STRING";"Value"
1;"S_3";"CalculatedDate";"1%";"B. 1982-01-05";"in";"STRING";"Value"
2;"S_4";"BirthDate";"2%";;"in";"STRING";"Value"
12;"S_4";"BirthDate";"12%";"2001.07.01";"in";"STRING";"Value"
12;"S_4";"BirthDate";"12%";"2003-12-06";"in";"STRING";"Value"
3;"S_4";"BirthDate";"3%";"01\\01\\1998";"in";"STRING";"Value"
3;"S_4";"BirthDate";"3%";"5.1.1982";"in";"STRING";"Value"
3;"S_4";"BirthDate";"3%";"NULL";"in";"STRING";"Value"
2;"S_4";"BirthDate";"2%";"16.11.1978";"in";"STRING";"Value"
2;"S_4";"BirthDate";"2%";"791216";"in";"STRING";"Value"
2;"S_4";"BirthDate";"2%";"N/A";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"16.12.1978";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1905-06-03";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1933-09-00";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1939-05-12";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1940-02-10";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1941-06-29";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1943-05-18";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1944-08-06";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1946-08-03";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1947-09-24";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1949-03-14";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1949-03-30";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1949-12-18";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1952-08-08";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1952-12-19";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1953-06-23";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1953-07-14";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1956-05-03";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1956-05-16";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1956-05-17";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1957-07-21";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1957-10-11";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1958-02-00";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1959-09-06";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1959-12-05";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1960-07-16";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1960-09-16";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1963-03-14";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1966-04-12";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1968-12-11";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1971-03-28";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1972-09-01";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1973-04-02";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1975-01-20";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1978-07-21";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1978-11-15";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1978-11-16";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1978-16-12";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1979-11-17";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1981-01-13";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1984-05-22";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1985-04-05";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1988-10-26";"in";"STRING";"Value"
75;"S_5";"Description";"75%";;"in";"STRING";"Masked"
13;"S_5";"Description";"13%";"LL:DDDDDD";"in";"STRING";"Masked"
12;"S_5";"Description";"12%";"DDDDDDDDDDD";"in";"STRING";"Masked"
2;"S_6";"Mobile";"2%";;"in";"STRING";"Masked"
75;"S_6";"Mobile";"75%";"DD DDDD DDDDDD";"in";"STRING";"Masked"
9;"S_6";"Mobile";"9%";"DD DDDD DDDDDD DD DDDD DDDDDD";"in";"STRING";"Masked"
5;"S_6";"Mobile";"5%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"in";"STRING";"Masked"
4;"S_6";"Mobile";"4%";"DD DDDD DDDDDD, DD DDDD DDDDDD";"in";"STRING";"Masked"
3;"S_6";"Mobile";"3%";"DD DDDD DDDDDD ,DD DDDD DDDDDD";"in";"STRING";"Masked"
1;"S_6";"Mobile";"1%";"DDDDDD DDDDDD , +DDDDDDDDDDDD";"in";"STRING";"Masked"
1;"S_6";"Mobile";"1%";"DDDDDD DDDDDD , +DDDLDDDDDDDD";"in";"STRING";"Masked"
28;"S_7";"Email";"28%";;"in";"STRING";"Masked"
18;"S_7";"Email";"18%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"LL.LLLL.LLLLL@LLLLL.L";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"LLLL.L.LLLLL@LLLLL.LLL";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"LLLL.LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"LLLL.LLLLL@.LLL";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"LLLLL.LLLL@LLLLL.LLL";"in";"STRING";"Masked"
28;"S_8";"directmailing";"28%";;"in";"STRING";"Masked"
1;"S_4";"BirthDate";"1%";"1989-05-03";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1992-04-29";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1992-06-16";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1993-03-05";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1997-06-16";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1997-12-04";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"1999-06-14";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"2001-01-02";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"2001-04-15";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"2001-05-07";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"2001-06-14";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"2003-06-05";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"2003-10-05";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"4038-11-21";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"781216";"in";"STRING";"Value"
1;"S_4";"BirthDate";"1%";"B. 1982-01-05";"in";"STRING";"Value"
75;"S_5";"Description";"75%";;"in";"STRING";"Value"
13;"S_5";"Description";"13%";"HI:123456";"in";"STRING";"Value"
12;"S_5";"Description";"12%";"07801211963";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";;"in";"STRING";"Value"
4;"S_6";"Mobile";"4%";"44 7700 900480";"in";"STRING";"Value"
4;"S_6";"Mobile";"4%";"44 7700 900945";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900032";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900038";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900147";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900155";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900195";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900198";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900272";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900350";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900425";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900483";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900525";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900556";"in";"STRING";"Value"
3;"S_6";"Mobile";"3%";"44 7700 900732";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900005";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900028";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900109";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900188";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900389";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900537";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900552";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900561";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900625";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900662";"in";"STRING";"Value"
2;"S_6";"Mobile";"2%";"44 7700 900696";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900005 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900028 ,44 7700 900301";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900059";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900059,44 7700 900059";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900109,44 7700 900005";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900188 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900301";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900301, 44 7700 900005";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900301,44 7700 900059";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900489 ,44 7700 900301";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900489 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900537 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900537, 44 7700 900005";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900552 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900561 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900625 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900662,44 7700 900059";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900875";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900875 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900990";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900990 44 7700 900489";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900990, 44 7700 900005";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900991";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900991 ,44 7700 900301";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900991, 44 7700 900005";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"44 7700 900991,44 7700 900059";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"447700 900696 , +447801211963";"in";"STRING";"Value"
1;"S_6";"Mobile";"1%";"447700 900696 , +447a01211963";"in";"STRING";"Value"
28;"S_7";"Email";"28%";;"in";"STRING";"Value"
18;"S_7";"Email";"18%";"jane.watson@gmail.com";"in";"STRING";"Value"
9;"S_7";"Email";"9%";"dr.john.smith@gmail.c";"in";"STRING";"Value"
9;"S_7";"Email";"9%";"john.smith@.com";"in";"STRING";"Value"
9;"S_7";"Email";"9%";"john.smith@gmail.com";"in";"STRING";"Value"
72;"S_8";"directmailing";"72%";"D";"in";"STRING";"Masked"
24;"S_9";"directemail";"24%";;"in";"STRING";"Masked"
76;"S_9";"directemail";"76%";"D";"in";"STRING";"Masked"
24;"S_10";"directtelephone";"24%";;"in";"STRING";"Masked"
76;"S_10";"directtelephone";"76%";"D";"in";"STRING";"Masked"
34;"S_11";"titleCode";"34%";;"in";"STRING";"Masked"
65;"S_11";"titleCode";"65%";"LDDD";"in";"STRING";"Masked"
1;"S_11";"titleCode";"1%";"LLLLL";"in";"STRING";"Masked"
9;"S_7";"Email";"9%";"john.w.smith@gmail.com";"in";"STRING";"Value"
9;"S_7";"Email";"9%";"john.will.smith@gmail.com";"in";"STRING";"Value"
9;"S_7";"Email";"9%";"smith.john@gmail.com";"in";"STRING";"Value"
28;"S_8";"directmailing";"28%";;"in";"STRING";"Value"
28;"S_8";"directmailing";"28%";"4";"in";"STRING";"Value"
16;"S_8";"directmailing";"16%";"1";"in";"STRING";"Value"
16;"S_8";"directmailing";"16%";"3";"in";"STRING";"Value"
12;"S_8";"directmailing";"12%";"2";"in";"STRING";"Value"
24;"S_9";"directemail";"24%";;"in";"STRING";"Value"
40;"S_9";"directemail";"40%";"4";"in";"STRING";"Value"
16;"S_9";"directemail";"16%";"3";"in";"STRING";"Value"
12;"S_9";"directemail";"12%";"2";"in";"STRING";"Value"
8;"S_9";"directemail";"8%";"1";"in";"STRING";"Value"
24;"S_10";"directtelephone";"24%";;"in";"STRING";"Value"
20;"S_10";"directtelephone";"20%";"1";"in";"STRING";"Value"
20;"S_10";"directtelephone";"20%";"3";"in";"STRING";"Value"
20;"S_10";"directtelephone";"20%";"4";"in";"STRING";"Value"
16;"S_10";"directtelephone";"16%";"2";"in";"STRING";"Value"
34;"S_11";"titleCode";"34%";;"in";"STRING";"Value"
13;"S_11";"titleCode";"13%";"Z021";"in";"STRING";"Value"
13;"S_11";"titleCode";"13%";"Z046";"in";"STRING";"Value"
13;"S_11";"titleCode";"13%";"Z049";"in";"STRING";"Value"
13;"S_11";"titleCode";"13%";"Z050";"in";"STRING";"Value"
13;"S_11";"titleCode";"13%";"Z051";"in";"STRING";"Value"
1;"S_11";"titleCode";"1%";"title";"in";"STRING";"Value"
