"item-count";"ProfileInternalColumnName";"ProfileSourceAttributeName";"item-percent";"item-value";"ProfileInputName";"ProfileSourceAttributeType";"FrequencyType";"rollup_SourceAttributeName";"rollup_column";"rollup_name";"rollup_value"
5;"S_8";"directmailing";"31.25%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
5;"S_8";"directmailing";"31.25%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_8";"directmailing";"25%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"S_8";"directmailing";"12.5%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_9";"directemail";"25%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
6;"S_9";"directemail";"37.5%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_9";"directemail";"18.75%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"S_9";"directemail";"12.5%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"S_9";"directemail";"6.25%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_10";"directtelephone";"25%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_10";"directtelephone";"25%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_10";"directtelephone";"25%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_10";"directtelephone";"18.75%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"S_7";"Email";"12.5%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_7";"Email";"25%";"LLLL.LLLLL@.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_7";"Email";"18.75%";"LL.LLLL.LLLLL@LLLLL.L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_7";"Email";"18.75%";"LLLL.L.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_7";"Email";"18.75%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
1;"S_7";"Email";"6.25%";"LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
5;"S_8";"directmailing";"31.25%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
11;"S_8";"directmailing";"68.75%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_9";"directemail";"25%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
12;"S_9";"directemail";"75%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
4;"S_10";"directtelephone";"25%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
12;"S_10";"directtelephone";"75%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
5;"S_11";"titleCode";"31.25%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
11;"S_11";"titleCode";"68.75%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"F"
1;"S_1";"FullName";"100%";"LLLLLLLLLL LLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_2";"GD";"100%";"LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_5";"Description";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_7";"Email";"100%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_8";"directmailing";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_9";"directemail";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_11";"titleCode";"100%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_1";"FullName";"100%";"LLLLLLLLL LLLLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_2";"GD";"100%";"LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_5";"Description";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_7";"Email";"100%";"LLLL.L.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_8";"directmailing";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_9";"directemail";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_10";"directtelephone";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_11";"titleCode";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_1";"FullName";"33.3333333333%";"LLLLL LLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_1";"FullName";"33.3333333333%";"LLLLLLL LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_1";"FullName";"33.3333333333%";"LLLLLLLL LLLLLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
3;"S_2";"GD";"100%";"LLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_10";"directtelephone";"6.25%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
5;"S_11";"titleCode";"31.25%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_11";"titleCode";"18.75%";"Z046";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
3;"S_11";"titleCode";"18.75%";"Z050";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"S_11";"titleCode";"12.5%";"Z021";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
2;"S_11";"titleCode";"12.5%";"Z051";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"S_11";"titleCode";"6.25%";"Z049";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"F"
1;"S_0";"RecID";"100%";"85";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_1";"FullName";"100%";"Bockelmann Amalia";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_2";"GD";"100%";"fem";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_3";"CalculatedDate";"100%";"1985-04-04";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_4";"BirthDate";"100%";"1985-04-05";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_5";"Description";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_6";"Mobile";"100%";"44 7700 900425";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_7";"Email";"100%";"jane.watson@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_8";"directmailing";"100%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_9";"directemail";"100%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_10";"directtelephone";"100%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_11";"titleCode";"100%";"Z049";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fem"
1;"S_0";"RecID";"100%";"66";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_1";"FullName";"100%";"Catherine Whitbread";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_2";"GD";"100%";"Fem";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_3";"CalculatedDate";"100%";"1953-07-13";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_4";"BirthDate";"100%";"1953-07-14";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_5";"Description";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_6";"Mobile";"100%";"44 7700 900059";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_7";"Email";"100%";"john.w.smith@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_8";"directmailing";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_9";"directemail";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_10";"directtelephone";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_11";"titleCode";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Fem"
1;"S_0";"RecID";"33.3333333333%";"15";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_0";"RecID";"33.3333333333%";"19";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_0";"RecID";"33.3333333333%";"72";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_1";"FullName";"33.3333333333%";"Caspers Belia";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_1";"FullName";"33.3333333333%";"Lorretta Garavaglia";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_1";"FullName";"33.3333333333%";"Smith Denisse";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
3;"S_2";"GD";"100%";"Femail";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_3";"CalculatedDate";"33.3333333333%";"1959-09-05";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_3";"CalculatedDate";"33.3333333333%";"1975-01-19";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_3";"CalculatedDate";"33.3333333333%";"1999-06-13";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_4";"BirthDate";"33.3333333333%";"1959-09-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_4";"BirthDate";"33.3333333333%";"1975-01-20";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_4";"BirthDate";"33.3333333333%";"1999-06-14";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_5";"Description";"66.6666666667%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_5";"Description";"33.3333333333%";"HI:123456";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_6";"Mobile";"33.3333333333%";"44 7700 900109";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_6";"Mobile";"33.3333333333%";"44 7700 900195";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_6";"Mobile";"33.3333333333%";"44 7700 900489 ,44 7700 900301";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_7";"Email";"33.3333333333%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_7";"Email";"33.3333333333%";"jane.watson@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_7";"Email";"33.3333333333%";"john.will.smith@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_8";"directmailing";"33.3333333333%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_8";"directmailing";"33.3333333333%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_8";"directmailing";"33.3333333333%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_9";"directemail";"33.3333333333%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_9";"directemail";"33.3333333333%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_9";"directemail";"33.3333333333%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_10";"directtelephone";"66.6666666667%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_10";"directtelephone";"33.3333333333%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
3;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
3;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_5";"Description";"66.6666666667%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_5";"Description";"33.3333333333%";"LL:DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_6";"Mobile";"66.6666666667%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_6";"Mobile";"33.3333333333%";"DD DDDD DDDDDD ,DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_7";"Email";"33.3333333333%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_7";"Email";"33.3333333333%";"LLLL.LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_7";"Email";"33.3333333333%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_8";"directmailing";"33.3333333333%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_8";"directmailing";"66.6666666667%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_9";"directemail";"33.3333333333%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_9";"directemail";"66.6666666667%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
3;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
2;"S_11";"titleCode";"66.6666666667%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_11";"titleCode";"33.3333333333%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_1";"FullName";"100%";"LLLLLLLLL LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_2";"GD";"100%";"LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
2;"S_11";"titleCode";"66.6666666667%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_11";"titleCode";"33.3333333333%";"Z050";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Femail"
1;"S_0";"RecID";"100%";"25";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_1";"FullName";"100%";"Maldanado Madge";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_2";"GD";"100%";"femal";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_3";"CalculatedDate";"100%";"1943-05-17";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_4";"BirthDate";"100%";"1943-05-18";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_5";"Description";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_6";"Mobile";"100%";"44 7700 900350";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_7";"Email";"100%";"john.smith@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_8";"directmailing";"100%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_9";"directemail";"100%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_10";"directtelephone";"100%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_11";"titleCode";"100%";"Z051";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_0";"RecID";"16.6666666667%";"13";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_0";"RecID";"16.6666666667%";"49";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_0";"RecID";"16.6666666667%";"70";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_0";"RecID";"16.6666666667%";"80";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_0";"RecID";"16.6666666667%";"90";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_0";"RecID";"16.6666666667%";"98";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"Doerner Ema";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"Karen Wolf";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"Maryln Szigethy";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"Ms. Chelsie Channel";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"Ms.Christen Klinker";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"Tisch Elizebeth";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
6;"S_2";"GD";"100%";"Female";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"1960-07-15";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"1978-11-14";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"1997-06-15";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"2003-10-04";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"2003-12-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"N/A";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"1960-07-16";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"1978-11-15";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"1997-06-16";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"2003-10-05";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"2003-12-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"N/A";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_5";"Description";"66.6666666667%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_5";"Description";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_7";"Email";"100%";"LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_8";"directmailing";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_9";"directemail";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_11";"titleCode";"100%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femal"
1;"S_1";"FullName";"16.6666666667%";"LL. LLLLLLL LLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"LL.LLLLLLLL LLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"LLLLL LLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"LLLLL LLLLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"LLLLLL LLLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"16.6666666667%";"LLLLLLL LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
6;"S_2";"GD";"100%";"LLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
5;"S_3";"CalculatedDate";"83.3333333333%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_3";"CalculatedDate";"16.6666666667%";"L/L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
5;"S_4";"BirthDate";"83.3333333333%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_4";"BirthDate";"16.6666666667%";"L/L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_5";"Description";"66.6666666667%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_5";"Description";"33.3333333333%";"LL:DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_5";"Description";"33.3333333333%";"HI:123456";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"44 7700 900028";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"44 7700 900147";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"44 7700 900198";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"44 7700 900561";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"44 7700 900662,44 7700 900059";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"44 7700 900945";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_7";"Email";"66.6666666667%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_7";"Email";"16.6666666667%";"john.smith@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_7";"Email";"16.6666666667%";"john.will.smith@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_8";"directmailing";"33.3333333333%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_8";"directmailing";"33.3333333333%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_8";"directmailing";"16.6666666667%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_8";"directmailing";"16.6666666667%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_9";"directemail";"33.3333333333%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_9";"directemail";"66.6666666667%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_10";"directtelephone";"33.3333333333%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_10";"directtelephone";"33.3333333333%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_10";"directtelephone";"16.6666666667%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_10";"directtelephone";"16.6666666667%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
