"item-count";"item-percent";"item-value";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName";"FrequencyType"
3;"3%";"44 7700 900425";"S_6";"STRING";"Mobile";"in";"Value"
3;"3%";"44 7700 900483";"S_6";"STRING";"Mobile";"in";"Value"
3;"3%";"44 7700 900525";"S_6";"STRING";"Mobile";"in";"Value"
3;"3%";"44 7700 900556";"S_6";"STRING";"Mobile";"in";"Value"
3;"3%";"44 7700 900732";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900028";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900109";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900188";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900389";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900537";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900552";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900561";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900625";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900662";"S_6";"STRING";"Mobile";"in";"Value"
2;"2%";"44 7700 900696";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900005 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900028 ,44 7700 900301";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900059,44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900109,44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900188 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900301";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900301, 44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900301,44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900489 ,44 7700 900301";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900489 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900537 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900537, 44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900552 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900561 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900625 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900662,44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900875";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900875 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900990";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900990 44 7700 900489";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900990, 44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900991";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900991 ,44 7700 900301";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900991, 44 7700 900005";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"44 7700 900991,44 7700 900059";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"447700 900696 , +447801211963";"S_6";"STRING";"Mobile";"in";"Value"
1;"1%";"447700 900696 , +447a01211963";"S_6";"STRING";"Mobile";"in";"Value"
28;"28%";;"S_7";"STRING";"Email";"in";"Value"
18;"18%";"jane.watson@gmail.com";"S_7";"STRING";"Email";"in";"Value"
9;"9%";"dr.john.smith@gmail.c";"S_7";"STRING";"Email";"in";"Value"
9;"9%";"john.smith@.com";"S_7";"STRING";"Email";"in";"Value"
9;"9%";"john.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value"
9;"9%";"john.w.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value"
9;"9%";"john.will.smith@gmail.com";"S_7";"STRING";"Email";"in";"Value"
9;"9%";"smith.john@gmail.com";"S_7";"STRING";"Email";"in";"Value"
28;"28%";;"S_8";"STRING";"directmailing";"in";"Value"
28;"28%";"4";"S_8";"STRING";"directmailing";"in";"Value"
16;"16%";"1";"S_8";"STRING";"directmailing";"in";"Value"
16;"16%";"3";"S_8";"STRING";"directmailing";"in";"Value"
12;"12%";"2";"S_8";"STRING";"directmailing";"in";"Value"
24;"24%";;"S_9";"STRING";"directemail";"in";"Value"
40;"40%";"4";"S_9";"STRING";"directemail";"in";"Value"
16;"16%";"3";"S_9";"STRING";"directemail";"in";"Value"
12;"12%";"2";"S_9";"STRING";"directemail";"in";"Value"
8;"8%";"1";"S_9";"STRING";"directemail";"in";"Value"
24;"24%";;"S_10";"STRING";"directtelephone";"in";"Value"
20;"20%";"1";"S_10";"STRING";"directtelephone";"in";"Value"
20;"20%";"3";"S_10";"STRING";"directtelephone";"in";"Value"
20;"20%";"4";"S_10";"STRING";"directtelephone";"in";"Value"
16;"16%";"2";"S_10";"STRING";"directtelephone";"in";"Value"
34;"34%";;"S_11";"STRING";"titleCode";"in";"Value"
13;"13%";"Z021";"S_11";"STRING";"titleCode";"in";"Value"
13;"13%";"Z046";"S_11";"STRING";"titleCode";"in";"Value"
13;"13%";"Z049";"S_11";"STRING";"titleCode";"in";"Value"
13;"13%";"Z050";"S_11";"STRING";"titleCode";"in";"Value"
13;"13%";"Z051";"S_11";"STRING";"titleCode";"in";"Value"
1;"1%";"title";"S_11";"STRING";"titleCode";"in";"Value"
