"item-count";"item-percent";"item-value";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName";"FrequencyType";"rollup_SourceAttributeName";"rollup_column";"rollup_name";"rollup_value"
1;"14.2857142857%";"LL. LLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLL LLLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLLL L. LLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLLLL LLLLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLLLLLL LLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
7;"100%";"L";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
4;"57.1428571429%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"28.5714285714%";"DD.DD.DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"DD/DD/DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
5;"71.4285714286%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"28.5714285714%";"DD.DD.DDDD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
5;"71.4285714286%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"DDDDDDDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LL:DDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";;"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
3;"42.8571428571%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"DDDDDD DDDDDD , +DDDDDDDDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"DDDDDD DDDDDD , +DDDLDDDDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"28.5714285714%";;"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"28.5714285714%";"LLLLL.LLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LL.LLLL.LLLLL@LLLLL.L";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLL.LLLLL@.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";"LLLL.LLLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";;"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
6;"85.7142857143%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"14.2857142857%";;"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
6;"85.7142857143%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
7;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"28.5714285714%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
5;"71.4285714286%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"100%";"LLLLLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"LLLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"LLLL.LLLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"100%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mail"
1;"33.3333333333%";"LL. LLLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"LLLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"LLLLLLLL LLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
3;"100%";"LLLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
2;"66.6666666667%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"LLLL";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
2;"66.6666666667%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"LLLL";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
3;"100%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
3;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";;"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"LL.LLLL.LLLLL@LLLLL.L";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"LLLLL.LLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
2;"66.6666666667%";;"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
2;"66.6666666667%";;"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
2;"66.6666666667%";;"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"33.3333333333%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
2;"66.6666666667%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mail"
1;"50%";"LLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
1;"50%";"LLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"LLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
1;"50%";"DDDD-DD-D";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
1;"50%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"DDDDDDDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
1;"50%";"LLLL.LLLLL@.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
1;"50%";"LLLL.LLLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
2;"100%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mal"
1;"50%";"LLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";"LLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
2;"100%";"LLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
2;"100%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
2;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";"DDDDDDDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
2;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";;"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";"LLLLL.LLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
2;"100%";;"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";;"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
2;"100%";;"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Mal"
1;"50%";"L. LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
1;"50%";"LLLLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"LLLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
1;"50%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
1;"50%";"DDDDDDDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";;"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
2;"100%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"male"
1;"100%";"LLLLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"LLLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"LLLL.LLLL.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"100%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"Male"
1;"50%";"LLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
1;"50%";"LLLLLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"LLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"LL:DDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
1;"50%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
1;"50%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
1;"50%";"LLLL.L.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
1;"50%";"LLLL.LLLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
2;"100%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"mle"
1;"100%";"LLLLLLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"LLLLLLL";"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"LL.LLLL.LLLLL@LLLLL.L";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
1;"100%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"phemail"
2;"5.1282051282%";"LLLLL LLLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"LLLLLLL LLLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLL LLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL LLLLLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL. LLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL. LLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL. LLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL. LLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL. LLLLLL LLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL. LLLLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLL LLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLL LLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLL LLLLLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLL LLLLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLL LLLLLLLL LLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLL LLLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLL LLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLL LLLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLL LLLLLLLLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLL LLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLL LLLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLL LLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLL LLLLLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLL LLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLL LLLLLLL LLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLLL LLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLLL LLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLLL LLLLLLL LL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LLLLLLLL LLLLLLLLL";"S_1";"STRING";"FullName";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
39;"100%";;"S_2";"STRING";"GD";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";;"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
19;"48.7179487179%";"DDDD-DD-DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
8;"20.5128205128%";"DDDD.DD.DD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
4;"10.2564102564%";"DD.DD.DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
3;"7.6923076923%";"DD\\DD\\DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"LLLL";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"D.D.DDDD";"S_3";"STRING";"CalculatedDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";;"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
19;"48.7179487179%";"DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
9;"23.0769230769%";"DDDD.DD.DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
3;"7.6923076923%";"DD\\DD\\DDDD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"LLLL";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"D.D.DDDD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"DD.DD.DDDD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"DDDDDD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"L. DDDD-DD-DD";"S_4";"STRING";"BirthDate";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
35;"89.7435897436%";;"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"DDDDDDDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"LL:DDDDDD";"S_5";"STRING";"Description";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";;"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
