"SourceName";"SourceLayerName";"DQM_GlobalRecordID";"DQM_RecordID";"DQM_RuleCodesApplied";"DQM_RuleCodesAppliedLA";"DQM_RuleCodesAppliedLAGuid";"DQM_RuleCodesAppliedMappings";"DQM_RuleCodesAppliedForFilter";"DQM_RuleCodesAppliedLAForFilter";"DQM_RuleCodesAppliedLAFiltered";"DQM_RuleCodesFailed";"DQM_RuleCodesFailedLA";"DQM_RecordScore";"DQM_RecordExplanation";"splitted_DQM_RuleCodesAppliedLAForFilter_RDC";"splitted_DQM_RuleCodesAppliedLAForFilter";"par_LeadingAttribute";"par_RuleID";"par_FilterRuleID";"par_FilterLeadingAttribute"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:50";"50";"1 10 1";"1.Gender 10.Gender 1.Mobile";"18688ba0-d5c4-46e7-a4ec-756b98358003 3e0f16af-2fed-43fe-b6ca-04b82475f74b ea0d8bf8-4d59-45d4-ae48-24d724d527f5";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"118:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:80";"80";"1 10 1";"1.Gender 10.Gender 1.Mobile";"29bc960d-7032-4c52-9adf-956001588294 110e2033-5f2a-40dc-afda-bd365aadb639 03d98886-d863-47e7-8215-5774ac5b8a0c";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"119:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:56";"56";"1 10 1";"1.Gender 10.Gender 1.Mobile";"f0b4301f-245e-48a0-b3d8-b0d42395c59b 2a0ffdfd-3a13-404a-8eb4-84f27117b925 12bf0f1b-cf44-45c0-a3d8-b183faa4f896";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"120:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:59";"59";"1 10 1";"1.Gender 10.Gender 1.Mobile";"a6c69b3c-8ad2-4c25-bf9b-1c7839e7e209 d7290441-04f3-4a9b-bbec-b308c262a60c 13e76ad5-ea88-4db7-bdba-0fb5df71f5d1";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"121:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:60";"60";"1 10 1";"1.Gender 10.Gender 1.Mobile";"1de8a364-b24d-4039-bba7-16d86de1fb94 d620518c-ded3-4bcb-9be8-44efbcd3d291 3bf2e11a-dc54-4368-8efd-5451f1d64477";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"122:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:89";"89";"1 10 1";"1.Gender 10.Gender 1.Mobile";"b2731131-22e7-42cb-9c94-b6ed50f6733e fced9fb0-e7fa-4d24-8549-3ecb3852d65c 88f44796-362a-4709-820e-e881176911c4";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"123:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:4";"4";"1 10 1";"1.Gender 10.Gender 1.Mobile";"a5777510-0aad-4dc8-8322-b6ffd3c441c9 91b654be-663e-4868-ad3c-d4c780a8608c 130d40d1-2060-43cd-a812-4a23d8740d42";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"1";"1.Mobile";10;"COLUMN_NOT_POPULATED(Mobile)";"124:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:29";"29";"1 10 1";"1.Gender 10.Gender 1.Mobile";"97916f25-9328-447b-b50f-77410c99b26c 0c522ce8-0758-4be1-815f-9d00ba2c6b5e b80fe6a2-109e-404b-ad10-6af2831a3ac6";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"200:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:11";"11";"1 10 1";"1.Gender 10.Gender 1.Mobile";"78fed61c-ef0a-4c0d-8429-d4e98538b2de 5dfe9e6c-7129-4e86-a4ea-934310b7ca2e fb95c1ea-3519-4bb1-bb90-85469a5b91cb";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"201:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:73";"73";"1 10 1";"1.Gender 10.Gender 1.Mobile";"fc883881-6f55-4381-bca8-4efacf7c0a08 8f90425e-0b00-4be5-88b2-cf5b851fb3c6 2d4e25c1-9856-4e21-b515-bd4233909e39";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10 1";"10.Gender 1.Mobile";20;"INVALID_GENDER_VALUE(Gender) COLUMN_NOT_POPULATED(Mobile)";"202:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:81";"81";"1 10 1";"1.Gender 10.Gender 1.Mobile";"5806f1bd-9253-4109-9993-c97f7fb93383 74daa410-536a-4b13-81cd-d58a772f2db7 d8a52841-4224-4a1c-a39b-1fcd9337cd07";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"203:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:12";"12";"1 10 1";"1.Gender 10.Gender 1.Mobile";"41e173db-b073-458b-af9a-c1c862781131 fe75e49c-147a-4dd6-8cfa-da229bc9364b c0612161-71d5-4926-b2cf-b49d7fcb5f2f";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"204:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:100";"100";"1 10 1";"1.Gender 10.Gender 1.Mobile";"bf96d928-50dd-4ad9-8034-4adb6fa2a0ec 7adc5361-e7b5-4e7e-a1f7-60a967b789cb e4772aa1-fc2c-4d62-a0f8-9ab94c70003c";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"205:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:49";"49";"1 10 1";"1.Gender 10.Gender 1.Mobile";"cf6e6f17-18fa-47b3-8363-e0076daa8775 d3010786-330e-4e08-b564-c87204d7e3d7 a9a50deb-87d6-4c8f-aa75-44e5d49041e8";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"206:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:25";"25";"1 10 1";"1.Gender 10.Gender 1.Mobile";"734ac142-5645-4d3d-abf1-ddbfa3754e41 ecb7d988-0e5f-47cd-9254-e8677aa7c429 a8240494-e70b-4c9c-9037-e218f792e41b";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"207:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:86";"86";"1 10 1";"1.Gender 10.Gender 1.Mobile";"1c9c5f1c-4324-4682-b44c-c555b648329b 2a53777d-8b34-4570-8427-6b2491cac4a0 06b51453-eb8b-4b9e-b0dc-757537ea4e7a";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"208:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:45";"45";"1 10 1";"1.Gender 10.Gender 1.Mobile";"d1d9f272-9506-4cf8-bd47-0711ba70ff36 b1b02170-24d0-4f00-bf59-77235e9c6c16 fd44a4d7-14b3-4480-9459-19cbece7457c";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"209:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:19";"19";"1 10 1";"1.Gender 10.Gender 1.Mobile";"786b3863-815c-4c22-aea9-1dc8f13ce2b5 87476954-921c-4fcf-b9c1-187a3389eb0c a67f92a3-34da-4098-a62c-4701b5d6af4c";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"210:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:2";"2";"1 10 1";"1.Gender 10.Gender 1.Mobile";"fbf21c1a-b89e-42ca-a2cc-f603bb1e3132 4bfe3927-2fc6-4623-9ff5-f5edcced52d7 fe9bddec-333a-4c2c-ae2a-01f2edd25cb5";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"211:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:68";"68";"1 10 1";"1.Gender 10.Gender 1.Mobile";"12b6221b-a9bc-4e78-b364-1c6c0d5338e3 b2afa6d1-2acb-4b90-8663-d30bfee22baa 224ae06d-0436-4b36-afe6-75a9e7049c66";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"212:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:63";"63";"1 10 1";"1.Gender 10.Gender 1.Mobile";"4030d1d8-3414-4b1c-96ac-b50f48d25e9c a4f93ad8-bcc2-49d4-b880-4b54484354b5 c9c30abc-b97b-43cf-a6c2-10f28ee15337";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"213:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:53";"53";"1 10 1";"1.Gender 10.Gender 1.Mobile";"2beb406a-1b53-4742-b983-08fcd7d243f4 9fb46507-036b-4470-99e2-e979e6822816 5c90707f-ff22-42a1-9adb-647846860de6";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"214:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:24";"24";"1 10 1";"1.Gender 10.Gender 1.Mobile";"91c5470b-d75a-4964-b145-32b0605c6825 e30989df-9b33-4b93-8ee5-df221b3c3ce7 49f75a51-eef6-4ad0-b498-1b688993e6c1";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"215:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:52";"52";"1 10 1";"1.Gender 10.Gender 1.Mobile";"956afce2-cd2d-457f-836b-129cea8ddcda 549dde04-640e-4e7d-a203-6cecf45dc4e5 fd9aa555-170c-421d-b1ac-1f3cffda26a7";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"216:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:13";"13";"1 10 1";"1.Gender 10.Gender 1.Mobile";"2c8ef5c4-70fa-49a8-b2db-7c94ed8f932d c54c01a1-6d1b-4fdc-8821-4d6d1c23f6a7 ed9a3b3b-30c6-428e-a3d2-7bf29e97f980";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"217:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:65";"65";"1 10 1";"1.Gender 10.Gender 1.Mobile";"939aef80-1d0d-4721-b38a-ddb35eda50f8 b72e367d-43ce-457d-9bc6-a66425490c2b ca588699-dcda-45cf-968f-189a245c8b5a";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"218:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:33";"33";"1 10 1";"1.Gender 10.Gender 1.Mobile";"90f37708-335e-402c-90ae-218a5d83de70 8cbf7013-4464-4bb7-bd83-03e558d5da4e 0ee5d02d-ec40-4db3-9138-f937dbedb03e";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10 1";"10.Gender 1.Mobile";20;"INVALID_GENDER_VALUE(Gender) COLUMN_NOT_POPULATED(Mobile)";"219:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:7";"7";"1 10 1";"1.Gender 10.Gender 1.Mobile";"ea4ee908-e3e9-47d5-956d-c86d6532cf67 480d4969-b576-4a08-a89b-92ff2246e11c 9a0a1e1c-e226-431a-9aa5-46ac7ee91ef6";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"220:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:72";"72";"1 10 1";"1.Gender 10.Gender 1.Mobile";"c4ac9b33-48a5-427c-89c2-7eea93ba6de6 a081f392-21f0-44c7-8583-8c21f3098a7e 1c7aad75-d5d3-4433-92cb-9010fc6070d6";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10 1";"10.Gender 1.Mobile";20;"INVALID_GENDER_VALUE(Gender) COLUMN_NOT_POPULATED(Mobile)";"221:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:3";"3";"1 10 1";"1.Gender 10.Gender 1.Mobile";"5ced6fdf-9535-4676-999a-af59dd1be5b5 c9358971-9799-4c9e-b16b-aa0c6775c1a1 34f2cb23-099b-4486-b9c4-d00c6b3cd45e";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"222:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:9";"9";"1 10 1";"1.Gender 10.Gender 1.Mobile";"725d730d-f3e1-408f-a8c9-e8f6fea78fdc 083865e3-5c62-4cec-afde-7822c9a34dc4 3dbda247-3a68-43ad-bf80-f3720eda00a4";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"223:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:21";"21";"1 10 1";"1.Gender 10.Gender 1.Mobile";"19104fd8-87fd-4435-a9b9-4f71da2ddf03 bdff01c2-c1e2-42b8-b86a-cd0fa79ebede 6ad3fb6e-194c-4551-931a-21d502d4a50b";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"224:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:97";"97";"1 10 1";"1.Gender 10.Gender 1.Mobile";"eb0f8be1-47b7-40e8-9100-1aead751b721 a42e8903-a0dd-4a6f-b7e4-5cf93ad08b15 e6c0382f-3940-4899-b6dc-666e062989bf";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10 1";"10.Gender 1.Mobile";20;"INVALID_GENDER_VALUE(Gender) COLUMN_NOT_POPULATED(Mobile)";"225:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:90";"90";"1 10 1";"1.Gender 10.Gender 1.Mobile";"584413cc-f9a1-497a-ab79-e83b7a5aa649 f3f4d55f-f1f2-4e9f-94ab-284f315a92e6 32b62f29-b6e7-4389-b07d-2cf5d7131aa2";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"226:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:94";"94";"1 10 1";"1.Gender 10.Gender 1.Mobile";"288e6368-6942-4e72-a0cf-49878350c4a5 dc03f17e-c969-4084-af32-0c5fe90146ea 13df6c27-9575-46f4-8ac2-cf7ea1956e64";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"227:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:82";"82";"1 10 1";"1.Gender 10.Gender 1.Mobile";"80a3c66a-34d2-4375-997b-78d529f1ab72 d539a13b-1e31-40b6-a581-228e4e7ec457 cfd116b9-8bbf-4047-99ce-9f0a28c8d387";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"228:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:98";"98";"1 10 1";"1.Gender 10.Gender 1.Mobile";"f334ae69-e0c7-4355-aa0f-6bfb3cd39f83 9f07725e-8546-4b9f-acd5-440de44bdd82 5066f652-f175-4c4e-bf6e-54e4fb736160";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"229:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:37";"37";"1 10 1";"1.Gender 10.Gender 1.Mobile";"ab00a9f7-6640-4e90-9b3a-3579a8cff603 17214ad1-c9c0-4bba-a3c9-1c460063a818 e05e0bdb-91d7-430a-bc00-55b754d1ac2e";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"1";"1.Mobile";10;"COLUMN_NOT_POPULATED(Mobile)";"230:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:1";"1";"1 10 1";"1.Gender 10.Gender 1.Mobile";"2cf60f11-54a7-400d-a894-c591fb56fe4b 5a58ccf0-4c06-4ee1-8c21-c2346088e453 7a63e053-1bbd-4b13-a00e-ef87d0938a22";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"231:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:61";"61";"1 10 1";"1.Gender 10.Gender 1.Mobile";"17333f2d-ae35-40d5-b749-8c9a9bce1936 960813c2-6c1e-44cf-befd-95a335a5e7ba e08f742a-3119-40d9-a71d-55a270f4cc4f";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"232:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:34";"34";"1 10 1";"1.Gender 10.Gender 1.Mobile";"638b8d55-fad5-4fd8-b42a-d0f4413878a1 6925ae30-380a-46b1-ae98-c376d65e554f 5179f6e8-6294-4a70-ac75-09e192bb3f86";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"233:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:92";"92";"1 10 1";"1.Gender 10.Gender 1.Mobile";"29cd8868-233a-4e4b-9358-37dba934632f 6a37367f-0426-4123-8acd-06f3430d1f0e 59e9c90c-818b-4386-acff-01c1b1cb4dc4";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"234:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:51";"51";"1 10 1";"1.Gender 10.Gender 1.Mobile";"5700cda5-efc5-483b-ab81-cff76e948253 ce499086-ccff-4c5c-9c76-865e60237299 83449042-0818-4aa4-9cf4-c3a5ae6b7a14";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"235:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:57";"57";"1 10 1";"1.Gender 10.Gender 1.Mobile";"ec07a658-507b-4cb9-bab6-697d8eabecad 7834da82-02ce-463d-93f3-004a0b345944 4b2567d3-5707-4c9a-90a0-edc23922eac2";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1";"1.Gender";10;"COLUMN_NOT_POPULATED(Gender)";"236:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
